"ID","No of chains","No of signals"
"HMDH_ARATH",0,0
"HMDH_CRIGR",0,0
"HMDH_DROME",0,0
"HMDH_HUMAN",0,0
"HMDH_MESAU",0,0
"HMDH_SCHMA",0,0
"HMDH_STRPU",0,0
"HMDH_XENLA",0,0
"HOK_ECOLI",0,0
"HOXN_ALCEU",0,0
"HPS1_HUMAN",0,0
"HSER_HUMAN",1,1
"HSER_RAT",1,1
"HT7_CHICK",1,1
"HTPX_ECOLI",1,1
"HTRB_ECOLI",0,0
"HUP1_CHLKE",0,0
"HVCM_HETFR",0,0
"HXT2_YEAST",0,0
"HYAC_ECOLI",0,0
"HYCC_ECOLI",0,0
"HYCD_ECOLI",0,0
"HYEP_HUMAN",0,0
"HYEP_RABIT",0,0
"HYEP_RAT",0,0
"I12B_HUMAN",1,1
"I177_ASFB7",0,0
"I329_ASFB7",1,1
"ICA1_HUMAN",1,1
"ICA1_MOUSE",1,1
"ICA1_RAT",1,1
"ICA2_HUMAN",1,1
"IG1R_HUMAN",2,1
"IGA_NEIGO",1,1
"IGGB_STRSP",1,1
"IGGG_STRSP",1,1
"IL1R_HUMAN",1,1
"IL1R_MOUSE",1,1
"IL1S_HUMAN",1,1
"IL1S_MOUSE",1,1
"IL2A_BOVIN",1,1
"IL2A_HUMAN",1,1
"IL2A_MOUSE",1,1
"IL2A_RAT",1,1
"IL2A_SHEEP",1,1
"IL2B_HUMAN",1,1
"IL2B_MOUSE",1,1
"IL2B_RAT",1,1
"IL4R_HUMAN",1,1
"IL4R_MOUSE",1,1
"IL5R_MOUSE",1,1
"IL6R_HUMAN",1,1
"IL6R_MOUSE",1,1
"IL6R_RAT",1,1
"IL7R_HUMAN",1,1
"IL7R_MOUSE",1,1
"IL8A_HUMAN",0,0
"IL8A_RABIT",0,0
"IL8B_HUMAN",0,0
"IL9R_HUMAN",1,1
"IL9R_MOUSE",1,1
"IM23_SCHJA",0,0
"IM23_SCHMA",0,0
"IMM4_ECOLI",0,0
"IMMA_CITFR",0,0
"IMMB_ECOLI",0,0
"IMP1_YEAST",0,0
"INAR_HUMAN",1,1
"INGR_HUMAN",1,1
"INGR_MOUSE",1,1
"INLA_LISMO",0,0
"INSR_DROME",2,0
"INSR_HUMAN",2,1
"INSR_MOUSE",2,1
"INSR_RAT",2,1
"IP3R_DROME",0,0
"IP3R_MOUSE",0,0
"IP3R_RAT",0,0
"IP3S_RAT",0,0
"IR10_HCMVA",1,1
"IRPA_SYNP7",1,1
"IRR_CAVPO",2,1
"IRR_HUMAN",2,0
"IS42_YEAST",0,0
"ISIA_SYNP7",0,0
"ITA1_RAT",1,1
"ITA2_HUMAN",1,1
"ITA3_CRISP",3,1
"ITA3_HUMAN",2,0
"ITA4_HUMAN",1,1
"ITA4_MOUSE",1,1
"ITA5_HUMAN",3,1
"ITA5_MOUSE",2,0
"ITA6_CHICK",3,1
"ITA6_HUMAN",3,1
"ITA8_CHICK",3,1
"ITAB_HUMAN",3,1
"ITAL_HUMAN",1,1
"ITAL_MOUSE",1,1
"ITAM_HUMAN",1,1
"ITAM_MOUSE",1,1
"ITAP_DROME",3,1
"ITAV_CHICK",3,1
"ITAV_HUMAN",3,1
"ITAX_HUMAN",1,1
"ITB0_XENLA",1,1
"ITB1_CHICK",1,1
"ITB1_HUMAN",1,1
"ITB1_MOUSE",1,1
"ITB1_XENLA",1,1
"ITB2_HUMAN",1,1
"ITB2_MOUSE",1,1
"ITB3_HUMAN",1,1
"ITB4_HUMAN",1,1
"ITB5_HUMAN",1,1
"ITB6_CAVPO",0,0
"ITB6_HUMAN",1,1
"ITB7_HUMAN",1,1
"ITB7_MOUSE",1,1
"ITB8_HUMAN",1,1
"ITB8_RABIT",1,1
"ITBX_DROME",1,1
"ITR2_YEAST",0,0
"KDGL_ECOLI",0,0
"KDGT_ERWCH",0,0
"KDPD_ECOLI",0,0
"KDTA_ECOLI",0,0
"KECK_HUMAN",1,1
"KEFC_ECOLI",0,0
"KEK4_CHICK",1,1
"KEK4_MOUSE",1,1
"KEK5_CHICK",1,1
"KELK_RAT",1,1
"KELL_HUMAN",0,0
"KEPH_HUMAN",1,1
"KER1_CHICK",3,0
"KEX1_KLULA",1,1
"KEX1_YEAST",1,1
"KEX2_YEAST",1,1
"KFLT_HUMAN",1,1
"KFMS_FELCA",1,1
"KFMS_FSVMD",0,0
"KFMS_HUMAN",1,1
"KFMS_MOUSE",1,1
"KFMS_RAT",1,1
"KGFR_HUMAN",1,1
"KGFR_MOUSE",1,1
"KGTP_ECOLI",0,0
"KHEK_HUMAN",1,1
"KKIT_HUMAN",1,1
"KKIT_MOUSE",1,1
"KLTK_HUMAN",1,1
"KLTK_MOUSE",1,1
"KMET_HUMAN",1,1
"KMET_MOUSE",1,1
"KPRO_MAIZE",1,1
"KPSM_ECOLI",0,0
"KPSN_ECOLI",0,0
"KRE1_CANAL",1,1
"KRE1_YEAST",1,1
"KRET_HUMAN",0,0
"KROS_CHICK",0,0
"KROS_HUMAN",0,0
"KTOR_DROME",1,1
"KTR1_YEAST",0,0
"KUCR_RAT",0,0
"LACF_AGRRD",0,0
"LACG_AGRRD",0,0
"LACP_KLULA",0,0
"LACY_ECOLI",0,0
"LACY_KLEPN",0,0
"LACY_LACDE",0,0
"LACY_STRTR",0,0
"LAG3_HUMAN",1,1
"LAMB_ECOLI",1,1
"LAMB_SALTY",1,1
"LAR_DROME",1,1
"LAR_HUMAN",1,1
"LBP_HUMAN",1,1
"LBP_RABIT",1,1
"LBR_CHICK",0,0
"LCB1_YEAST",0,0
"LCNA_LACLA",1,1
"LCNC_LACLA",0,0
"LDLR_BOVIN",0,0
"LDLR_HUMAN",1,1
"LDLR_RABIT",0,0
"LECH_CHICK",0,0
"LECH_HUMAN",0,0
"LECH_RAT",0,0
"LECI_HUMAN",0,0
"LECI_MOUSE",0,0
"LECI_RAT",0,0
"LEM1_HUMAN",1,1
"LEM1_MOUSE",1,1
"LEM2_HUMAN",1,1
"LEM2_MOUSE",1,1
"LEM2_RABIT",1,1
"LEM3_HUMAN",1,1
"LEM3_MOUSE",1,1
"LEP_BACSU",0,0
"LEP_ECOLI",0,0
"LEP_PSEFL",0,0
"LEP_SALTY",0,0
"LEUK_HUMAN",1,1
"LEUK_MOUSE",1,1
"LEUK_RAT",1,1
"LEVF_BACSU",0,0
"LEVG_BACSU",0,0
"LFA3_HUMAN",1,1
"LHA_CHLAU",0,0
"LHA_ERYSP",0,0
"LHA_RHOAC",0,0
"LHA_RHOCA",0,0
"LHA_RHORU",1,0
"LHA_RHOSH",0,0
"LHA_RHOVI",1,0
"LHA2_RHOCA",0,0
"LHA2_RHOSH",0,0
"LHB_CHLAU",0,0
"LHB_ECTHL",0,0
"LHB_ERYSP",0,0
"LHB_RHOAC",0,0
"LHB_RHOCA",0,0
"LHB_RHORU",1,0
"LHB_RHOSH",0,0
"LHB_RHOVI",1,0
"LHB2_RHOCA",0,0
"LHB2_RHOSH",0,0
"LI12_CAEEL",1,1
"LIM2_RAT",0,0
"LIT_ECOLI",0,0
"LIVA_SALTY",0,0
"LIVE_SALTY",0,0
"LIVH_ECOLI",0,0
"LIVM_ECOLI",0,0
"LKTB_ACTAC",0,0
"LKTB_PASHA",0,0
"LMP1_CHICK",1,1
"LMP1_EBV",0,0
"LMP1_EBVC",0,0
"LMP1_EBVR",0,0
"LMP1_HUMAN",1,1
"LMP1_MOUSE",1,1
"LMP1_RAT",1,1
"LMP2_EBV",2,0
"LMP2_HUMAN",1,1
"LMP2_MOUSE",1,1
"LMP2_RAT",1,1
"LPH_HUMAN",1,1
"LPH_RABIT",1,1
"LRPA_HUMAN",1,1
"LRPA_MOUSE",1,1
"LRPB_HUMAN",1,1
"LRPD_HUMAN",0,0
"LRPE_HUMAN",1,1
"LRPZ_HUMAN",0,0
"LSHR_HUMAN",1,1
"LSHR_MOUSE",1,1
"LSHR_PIG",1,1
"LSHR_RAT",1,1
"LSPA_ECOLI",0,0
"LSPA_ENTAE",0,0
"LSPA_PSEFL",0,0
"LT23_CAEEL",1,1
"LY49_MOUSE",0,0
"LYSP_ECOLI",0,0
"M11P_YEAST",5,1
"M12_STRPY",1,1
"M24_STRPY",1,1
"M2OM_BOVIN",0,0
"M49_STRPY",1,1
"M5_STRPY",1,1
"M6_STRPY",1,1
"MAG_HUMAN",1,1
"MAGL_MOUSE",1,1
"MAGL_RAT",1,1
"MAGS_MOUSE",1,1
"MAGS_RAT",1,1
"MAL_HUMAN",0,0
"MAL6_YEAST",0,0
"MALF_ECOLI",0,0
"MALF_ENTAE",0,0
"MALF_SALTY",0,0
"MALG_ECOLI",0,0
"MALG_ENTAE",0,0
"MALG_SALTY",0,0
"MAM2_SCHPO",0,0
"MAN2_MOUSE",0,0
"MANR_HUMAN",1,1
"MAS_HUMAN",0,0
"MAS_MOUSE",0,0
"MAS_RAT",0,0
"MB1_MOUSE",1,1
"MBPY_MARPO",0,0
"MCBE_ECOLI",0,0
"MCP_HUMAN",1,1
"MCP1_ECOLI",0,0
"MCP2_ECOLI",0,0
"MCP2_SALTY",1,0
"MCP3_ECOLI",0,0
"MCP4_ECOLI",0,0
"MCPD_ENTAE",0,0
"MCPS_ENTAE",0,0
"MDR_LEITA",0,0
"MDR_PLAFF",0,0
"MDR1_CRIGR",0,0
"MDR1_ENTHI",0,0
"MDR1_HUMAN",0,0
"MDR1_MOUSE",0,0
"MDR2_CRIGR",0,0
"MDR2_MOUSE",0,0
"MDR3_CRIGR",0,0
"MDR3_ENTHI",0,0
"MDR3_HUMAN",0,0
"MDR3_MOUSE",0,0
"MDR4_DROME",0,0
"MDR4_ENTHI",0,0
"MDR5_DROME",0,0
"MEC4_CAEEL",0,0
"MELB_ECOLI",0,0
"MEPA_MOUSE",1,1
"MERT_PSEAE",0,0
"MERT_SERMA",0,0
"MERT_SHIFL",0,0
"MERT_STAAU",0,0
"MERT_STRLI",0,0
"MGLC_ECOLI",0,0
"MIP_BOVIN",0,0
"MIP_CHICK",0,0
"MIP_HUMAN",0,0
"MIP_RAT",0,0
"MMR_BACSU",0,0
"MMR_STRCO",0,0
"MO38_NEUCR",0,0
"MODB_ECOLI",0,0
"MOTA_BACSU",0,0
"MOTA_ECOLI",0,0
"MOTB_BACSU",0,0
"MOTB_ECOLI",0,0
"MOXY_PARDE",0,0
"MP23_BOVIN",0,0
"MPCP_BOVIN",1,0
"MPCP_HUMAN",1,0
"MPCP_RAT",1,0
"MPCP_YEAST",0,0
"MPRD_BOVIN",1,1
"MPRD_HUMAN",1,1
"MPRD_MOUSE",1,1
"MPRI_BOVIN",1,1
"MPRI_HUMAN",1,1
"MPV1_MOUSE",0,0
"MRAY_ECOLI",0,0
"MRP4_STRPY",1,1
"MRS3_YEAST",0,0
"MRS4_YEAST",0,0
"MSAP_PLAF3",1,1
"MSAP_PLAFC",1,1
"MSAP_PLAFD",1,1
"MSAP_PLAFF",1,1
"MSAP_PLAFK",1,1
"MSAP_PLAFM",1,1
"MSAP_PLAFN",1,1
"MSAP_PLAFW",1,1
"MSAP_PLAYO",1,1
"MSBB_ECOLI",0,0
"MSCH_BOVIN",0,0
"MSCH_HUMAN",0,0
"MSCH_RAT",0,0
"MSRE_BOVIN",0,0
"MSRE_HUMAN",0,0
"MSRE_MOUSE",0,0
"MTR_ECOLI",0,0
"MUCB_HUMAN",0,0
"MUCM_ICTPU",0,0
"MUCM_MOUSE",0,0
"MUCM_RABIT",0,0
"MX_STRPY",1,1
"MYP0_BOVIN",0,0
"MYP0_HETFR",1,1
"MYP0_HUMAN",1,1
"MYP0_MOUSE",1,1
"MYP0_RAT",1,1
"MYPR_BOVIN",0,0
"MYPR_CANFA",0,0
"MYPR_CHICK",0,0
"MYPR_HUMAN",0,0
"MYPR_XENLA",0,0
"NABA_RAT",0,0
"NACA_CANFA",1,1
"NAGC_HUMAN",0,0
"NAGC_PIG",0,0
"NAGC_RABIT",0,0
"NAH1_HUMAN",0,0
"NAH1_RABIT",0,0
"NAH1_RAT",0,0
"NAH3_RABIT",0,0
"NAH3_RAT",0,0
"NAH4_RAT",0,0
"NALS_BOVIN",1,0
"NALS_HUMAN",1,0
"NALS_MOUSE",0,0
"NANU_RABIT",0,0
"NAPA_ENTHR",0,0
"NARK_ECOLI",0,0
"NARQ_ECOLI",0,0
"NARX_ECOLI",0,0
"NCA1_CHICK",1,1
"NCA1_XENLA",1,1
"NCA2_MOUSE",0,0
"NCA2_RAT",1,1
"NDVB_RHIME",0,0
"NEP_HUMAN",0,0
"NEP_PIG",0,0
"NEP_RABIT",0,0
"NEP_RAT",0,0
"NEU_RAT",1,1
"NGFR_CHICK",1,1
"NGFR_HUMAN",1,1
"NGFR_RAT",1,1
"NHAA_ECOLI",0,0
"NHAB_ECOLI",0,0
"NHAC_BACFI",0,0
"NIFC_CLOPA",0,0
"NIRT_PSEST",1,1
"NK11_MOUSE",0,0
"NK12_MOUSE",0,0
"NK13_MOUSE",0,0
"NK14_MOUSE",0,0
"NK1R_CAVPO",0,0
"NK1R_HUMAN",0,0
"NK1R_MOUSE",0,0
"NK1R_RAT",0,0
"NK2R_BOVIN",0,0
"NK2R_HUMAN",0,0
"NK2R_MOUSE",0,0
"NK2R_RAT",0,0
"NK3R_HUMAN",0,0
"NK3R_RAT",0,0
"NKGA_HUMAN",0,0
"NKGC_HUMAN",0,0
"NKGD_HUMAN",0,0
"NMBR_HUMAN",0,0
"NMBR_RAT",0,0
"NNTM_BOVIN",1,0
"NO26_SOYBN",0,0
"NO5_PEA",1,1
"NODE_RHILT",0,0
"NODE_RHILV",0,0
"NODE_RHIME",0,0
"NODE_RHIMS",0,0
"NODJ_BRAJA",0,0
"NODJ_RHILT",0,0
"NODJ_RHILV",0,0
"NODL_DROME",1,1
"NODV_BRAJA",0,0
"NORA_STAAU",0,0
"NOSY_PSEST",1,1
"NOTC_DROME",0,0
"NOTC_XENLA",0,0
"NPL1_YEAST",0,0
"NRAM_IABAN",0,0
"NRAM_IABDA",0,0
"NRAM_IACAO",0,0
"NRAM_IACHI",0,0
"NRAM_IACKQ",0,0
"NRAM_IACKR",0,0
"NRAM_IADA1",0,0
"NRAM_IADGE",0,0
"NRAM_IAFPW",0,0
"NRAM_IAHCO",0,0
"NRAM_IAHK1",0,0
"NRAM_IAME1",0,0
"NRAM_IAME2",0,0
"NRAM_IANT6",0,0
"NRAM_IAPAR",0,0
"NRAM_IAPUE",0,0
"NRAM_IARI5",0,0
"NRAM_IASH2",0,0
"NRAM_IATKP",0,0
"NRAM_IATKR",0,0
"NRAM_IATOK",0,0
"NRAM_IATRA",0,0
"NRAM_IAUDO",0,0
"NRAM_IAUSS",0,0
"NRAM_IAVI7",0,0
"NRAM_IAWHM",0,0
"NRAM_IAWIL",0,0
"NRAM_INBBE",0,0
"NRAM_INBHK",0,0
"NRAM_INBLE",0,0
"NRAM_INBLN",0,0
"NRAM_INBMD",0,0
"NRAM_INBMF",0,0
"NRAM_INBOR",0,0
"NRAM_INBSI",0,0
"NRAM_INBUS",0,0
"NRAM_INBVI",0,0
"NRG_DROME",1,1
"NRT_DROME",0,0
"NSP1_YEAST",0,0
"NSR_LACLA",0,0
"NTR_RAT",0,0
"NTT5_RAT",0,0
"NTTA_HUMAN",0,0
"NTTA_RAT",0,0
"NTTB_CANFA",0,0
"NTTC_RAT",0,0
"NTTD_BOVIN",0,0
"NTTD_HUMAN",0,0
"NTTD_RAT",0,0
"NTTG_MOUSE",0,0
"NTTG_RAT",0,0
"NTTN_HUMAN",0,0
"NTTP_RAT",0,0
"NU1C_MAIZE",0,0
"NU1C_MARPO",0,0
"NU1C_ORYSA",0,0
"NU1C_PLEBO",0,0
"NU1C_SYNY3",0,0
"NU1C_TOBAC",0,0
"NU1M_ARTSX",0,0
"NU1M_ASCSU",0,0
"NU1M_ASTFO",0,0
"NU1M_ASTPE",0,0
"NU1M_BALPH",0,0
"NU1M_BOVIN",0,0
"NU1M_CAEEL",0,0
"NU1M_CHICK",0,0
"NU1M_CHLRE",0,0
"NU1M_CITLA",0,0
"NU1M_COTJA",0,0
"NU1M_CYPCA",0,0
"NU1M_DROME",0,0
"NU1M_DROYA",0,0
"NU1M_HUMAN",0,0
"NU1M_LEITA",0,0
"NU1M_LOCMI",0,0
"NU1M_MARPO",0,0
"NU1M_MOUSE",0,0
"NU1M_NEUCR",0,0
"NU1M_PARLI",0,0
"NU1M_PARTE",0,0
"NU1M_PETHY",0,0
"NU1M_PHOVI",0,0
"NU1M_PISOC",0,0
"NU1M_PODAN",0,0
"NU1M_RANCA",0,0
"NU1M_RAT",0,0
"NU1M_STRPU",0,0
"NU1M_WHEAT",0,0
"NU1M_XENLA",0,0
"NUFC_MAIZE",0,0
"NUFC_MARPO",0,0
"NUFC_ORYSA",0,0
"NUFC_SYNY3",0,0
"NUFC_TOBAC",0,0
"NY1R_HUMAN",0,0
"NY1R_RAT",0,0
"NY3R_BOVIN",0,0
"NYR_DROME",0,0
"OAR_DROME",1,1
"OEC6_SPIOL",0,0
"OGRE_DROME",0,0
"OLF0_RAT",0,0
"OLF1_RAT",0,0
"OLF2_RAT",0,0
"OLF3_MOUSE",0,0
"OLF3_RAT",0,0
"OLF4_RAT",0,0
"OLF5_RAT",0,0
"OLF6_RAT",0,0
"OLF7_RAT",0,0
"OLF8_RAT",0,0
"OLF9_RAT",0,0
"OM32_COMAC",1,1
"OM45_YEAST",0,0
"OM72_NEUCR",0,0
"OMP1_HAEIN",1,1
"OMPX_ENTCL",1,1
"OPCM_BOVIN",1,1
"OPPB_BACSU",0,0
"OPPB_SALTY",0,0
"OPPC_BACSU",0,0
"OPPC_SALTY",0,0
"OPR1_HUMAN",0,0
"OPS1_CALVI",0,0
"OPS1_DROME",0,0
"OPS1_DROPS",0,0
"OPS2_DROME",0,0
"OPS2_DROPS",0,0
"OPS3_DROME",0,0
"OPS3_DROPS",0,0
"OPS3_DROVI",0,0
"OPS4_DROME",0,0
"OPS4_DROPS",0,0
"OPS4_DROVI",0,0
"OPSB_CHICK",0,0
"OPSB_HUMAN",0,0
"OPSD_BOVIN",0,0
"OPSD_CHICK",0,0
"OPSD_CRIGR",0,0
"OPSD_HUMAN",0,0
"OPSD_LAMJA",0,0
"OPSD_LOLFO",0,0
"OPSD_MOUSE",0,0
"OPSD_OCTDO",0,0
"OPSD_SHEEP",0,0
"OPSD_XENLA",0,0
"OPSG_ASTFA",0,0
"OPSG_CHICK",0,0
"OPSG_HUMAN",0,0
"OPSH_ASTFA",0,0
"OPSR_ASTFA",0,0
"OPSR_CHICK",0,0
"OPSR_HUMAN",0,0
"OPSV_CHICK",0,0
"OS25_PLAFO",1,1
"OS25_PLAGA",1,1
"OS25_PLARE",1,1
"OTE_DROME",0,0
"OUTH_ERWCH",0,0
"OUTK_ERWCH",0,0
"OX2G_RAT",1,1
"OX40_RAT",1,1
"OXYR_HUMAN",0,0
"P1P_LACLC",1,1
"P2P_LACLA",1,1
"P3P_LACLC",1,1
"P69_MYCHR",0,0
"P8A7_DICDI",0,0
"PAC_STRMU",1,1
"PAF1_HUMAN",0,0
"PAF1_RAT",0,0
"PAFR_CAVPO",0,0
"PAFR_HUMAN",0,0
"PAGC_SALTY",1,1
"PANF_ECOLI",0,0
"PAS3_YEAST",0,0
"PATC_DROME",0,0
"PBPX_STRPN",0,0
"PC1_HUMAN",0,0
"PC1_MOUSE",0,0
"PC4_RAT",0,0
"PCX_DROME",0,0
"PEC1_HUMAN",1,1
"PER3_MOUSE",0,0
"PERF_HUMAN",1,1
"PERF_MOUSE",1,1
"PERT_HUMAN",1,1
"PERT_PIG",1,1
"PERT_RAT",1,1
"PETD_CHLEU",0,0
"PETD_CHLPR",0,0
"PETD_CHLRE",0,0
"PETD_HORVU",0,0
"PETD_MAIZE",0,0
"PETD_MARPO",0,0
"PETD_NOSSP",0,0
"PETD_OOCSP",0,0
"PETD_ORYSA",0,0
"PETD_PEA",0,0
"PETD_PROHO",0,0
"PETD_SPIOL",0,0
"PETD_SYNP2",0,0
"PETD_SYNY3",0,0
"PETD_TOBAC",0,0
"PETD_WHEAT",0,0
"PGDR_HUMAN",1,1
"PGDR_MOUSE",1,1
"PGDS_HUMAN",1,1
"PGDS_MOUSE",1,1
"PGDS_RAT",1,1
"PGDS_XENLA",1,1
"PGG2_RAT",1,1
"PGHS_CHICK",1,1
"PGHS_HUMAN",1,1
"PGHS_MOUSE",1,1
"PGHS_SHEEP",1,1
"PGPB_ECOLI",0,0
"PGTA_SALTY",0,0
"PGTP_SALTY",0,0
"PH84_YEAST",0,0
"PHEP_ECOLI",0,0
"PHNE_ECOLI",0,0
"PHNM_ECOLI",0,0
"PHO4_NEUCR",0,0
"PHOQ_ECOLI",0,0
"PHOQ_SALTY",0,0
"PHOR_BACSU",0,0
"PHOR_ECOLI",0,0
"PHOR_PSEAE",0,0
"PIC2_AGRTU",0,0
"PIGR_HUMAN",0,0
"PIGR_RABIT",2,1
"PIGR_RAT",2,1
"PILC_PSEAE",0,0
"PK66_PLAKN",1,1
"PKBS_BOVIN",0,0
"PKBS_HUMAN",0,0
"PKBS_RAT",0,0
"PLR_RAT",1,1
"PLR1_MOUSE",1,1
"PLR2_HUMAN",1,1
"PLR2_MOUSE",1,1
"PLR2_RABIT",1,1
"PM1_HUMAN",0,0
"PM22_HUMAN",0,0
"PM22_MOUSE",0,0
"PM22_RAT",0,0
"PMP4_CANBO",0,0
"PMP7_HUMAN",0,0
"PMP7_RAT",0,0
"PND1_ECOLI",0,0
"PND2_ECOLI",0,0
"PNTA_ECOLI",0,0
"PNTB_ECOLI",0,0
"PNUC_SALTY",0,0
"POL1_GCMV",5,0
"POL1_GFLV",5,0
"POL1_TBRVS",5,0
"POLG_DEN18",4,0
"POLG_DEN19",2,0
"POLG_DEN1A",4,0
"POLG_DEN1C",4,0
"POLG_DEN1T",3,0
"POLG_DEN1W",5,0
"POLG_DEN21",1,0
"POLG_DEN22",1,0
"POLG_DEN23",1,0
"POLG_DEN26",10,0
"POLG_DEN27",10,0
"POLG_DEN2D",4,0
"POLG_DEN2H",3,0
"POLG_DEN2J",10,0
"POLG_DEN2N",3,0
"POLG_DEN2P",10,0
"POLG_DEN2T",4,0
"POLG_DEN2U",3,0
"POLG_DEN3",10,0
"POLG_DEN4",10,0
"POLG_HCV1",9,0
"POLG_HCVA",5,0
"POLG_HCVB",5,0
"POLG_HCVBK",9,0
"POLG_HCVE0",2,0
"POLG_HCVE1",2,0
"POLG_HCVH",9,0
"POLG_HCVH7",3,0
"POLG_HCVH8",3,0
"POLG_HCVJ2",4,0
"POLG_HCVJ5",5,0
"POLG_HCVJ6",9,0
"POLG_HCVJ7",5,0
"POLG_HCVJ8",9,0
"POLG_HCVJA",9,0
"POLG_HCVJT",9,0
"POLG_HCVTH",3,0
"POLG_HCVTW",9,0
"POLG_JAEV1",10,0
"POLG_JAEV5",10,0
"POLG_JAEVJ",10,0
"POLG_JAEVN",7,0
"POLG_KUNJM",10,0
"POLG_LANVT",4,0
"POLG_LANVY",4,0
"POLG_LIV",4,0
"POLG_MVEV",7,0
"POLG_STEVM",7,0
"POLG_TBEVS",10,0
"POLG_TBEVW",10,0
"POLG_WNV",10,0
"POLG_YEFV1",10,0
"POLG_YEFV2",10,0
"POLG_YEFV8",5,0
"POLS_EEEV",5,0
"POLS_EEEV3",5,0
"POLS_EEVV8",5,0
"POLS_EEVVT",5,0
"POLS_ONNVG",5,0
"POLS_RRV2",1,0
"POLS_RRVN",5,0
"POLS_RRVT",5,0
"POLS_RUBV",2,1
"POLS_RUBVH",3,1
"POLS_RUBVM",3,1
"POLS_RUBVR",3,1
"POLS_RUBVT",3,1
"POLS_SFV",5,0
"POLS_SINDO",5,0
"POLS_SINDV",5,0
"POLS_SINDW",1,0
"POLS_WEEV",5,0
"PORA_HUMAN",1,1
"PORB_HUMAN",1,1
"POTB_ECOLI",0,0
"POTC_ECOLI",0,0
"POTE_ECOLI",0,0
"PP41_HSV6G",0,0
"PPA1_YEAST",0,0
"PPB_YEAST",1,0
"PPB1_HUMAN",1,1
"PPB2_HUMAN",1,1
"PPB3_HUMAN",1,1
"PPBE_MOUSE",1,1
"PPBI_BOVIN",0,0
"PPBI_HUMAN",1,1
"PPBI_MOUSE",1,1
"PPBI_RAT",1,1
"PPBN_HUMAN",1,1
"PPBT_BOVIN",1,1
"PPBT_HUMAN",1,1
"PPBT_MOUSE",1,1
"PPBT_RAT",1,1
"PRO1_LEIEN",0,0
"PROW_ECOLI",0,0
"PROW_SALTY",0,0
"PRTD_ERWCH",0,0
"PSAA_CHLRE",0,0
"PSAA_EUGGR",0,0
"PSAA_MAIZE",0,0
"PSAA_MARPO",0,0
"PSAA_ORYSA",0,0
"PSAA_PEA",0,0
"PSAA_SPIOL",0,0
"PSAA_SYNEN",0,0
"PSAA_SYNP2",0,0
"PSAA_SYNVU",0,0
"PSAA_SYNY3",0,0
"PSAA_TOBAC",0,0
"PSAB_CHLRE",0,0
"PSAB_EUGGR",0,0
"PSAB_MAIZE",0,0
"PSAB_MARPO",0,0
"PSAB_ORYSA",0,0
"PSAB_PEA",0,0
"PSAB_SPIOL",0,0
"PSAB_SYNEN",0,0
"PSAB_SYNP2",0,0
"PSAB_SYNY3",0,0
"PSAB_TOBAC",0,0
"PSAH_HORVU",1,0
"PSAH_ORYSA",1,0
"PSAH_SPIOL",1,0
"PSAI_AEGCR",0,0
"PSAI_ANAVA",0,0
"PSAI_ANGLY",0,0
"PSAI_HORVU",0,0
"PSAI_MARPO",0,0
"PSAI_ORYSA",0,0
"PSAI_PEA",0,0
"PSAI_SPIOL",0,0
"PSAI_SYNEN",0,0
"PSAI_TOBAC",0,0
"PSAJ_ANAVA",0,0
"PSAJ_EUGGR",0,0
"PSAJ_MAIZE",0,0
"PSAJ_MARPO",0,0
"PSAJ_ORYSA",0,0
"PSAJ_PEA",0,0
"PSAJ_SPIOL",0,0
"PSAJ_SYNEN",0,0
"PSAJ_SYNVU",0,0
"PSAJ_TOBAC",0,0
"PSAK_ANAVA",0,0
"PSAK_CHLRE",1,0
"PSAK_PEA",0,0
"PSAK_SPIOL",0,0
"PSAK_SYNEN",1,0
"PSAK_SYNVU",0,0
"PSAL_HORVU",1,0
"PSB1_SYNP7",0,0
"PSB1_SYNY3",0,0
"PSB2_SYNP7",0,0
"PSB2_SYNY3",0,0
"PSBA_AMAHY",0,0
"PSBA_ANAAZ",0,0
"PSBA_ANTSP",0,0
"PSBA_BRANA",0,0
"PSBA_CHLMO",0,0
"PSBA_CHLRE",0,0
"PSBA_CYACA",0,0
"PSBA_CYAPA",0,0
"PSBA_ECTSI",0,0
"PSBA_EUGGR",0,0
"PSBA_FREDI",0,0
"PSBA_HORVU",0,0
"PSBA_MARPO",0,0
"PSBA_MEDSA",0,0
"PSBA_ORYSA",0,0
"PSBA_PEA",0,0
"PSBA_PETHY",0,0
"PSBA_PINCO",0,0
"PSBA_PROHO",0,0
"PSBA_SECCE",0,0
"PSBA_SINAL",0,0
"PSBA_SOYBN",0,0
"PSBA_SPIOG",0,0
"PSBA_SPIOL",0,0
"PSBA_SYNY4",0,0
"PSBA_TOBAC",0,0
"PSBA_VICFA",0,0
"PSBA_WHEAT",0,0
"PSBB_ANASP",0,0
"PSBB_SYNY3",0,0
"PSBC_CHLRE",0,0
"PSBC_CYACA",0,0
"PSBC_EUGGR",0,0
"PSBC_HORVU",0,0
"PSBC_MARPO",0,0
"PSBC_ORYSA",0,0
"PSBC_PEA",0,0
"PSBC_SECCE",0,0
"PSBC_SPIOL",0,0
"PSBC_SYNP7",0,0
"PSBC_SYNY3",0,0
"PSBC_TOBAC",0,0
"PSBD_CHLRE",0,0
"PSBD_CYACA",0,0
"PSBD_HORVU",0,0
"PSBD_MARPO",0,0
