"ID","PAM80-Family","PAM200-Family","PAM200-reduced"
"GP1A_HUMAN",435,257,284
"GP1B_HUMAN",436,258,285
"GP21_RAT",437,259,286
"GP34_HUMAN",438,260,287
"GPIX_HUMAN",439,258,285
"GPT_CRILO",440,261,288
"GPT_YEAST",441,261,288
"GRA1_HUMAN",396,7,7
"GRA1_RAT",396,7,7
"GRA2_HUMAN",396,7,7
"GRA2_RAT",396,7,7
"GRA3_RAT",396,7,7
"GRB_RAT",396,7,7
"GRPR_HUMAN",442,6,6
"GRPR_MOUSE",442,6,6
"GTR1_BOVIN",443,36,37
"GTR1_HUMAN",443,36,37
"GTR1_MOUSE",443,36,37
"GTR1_PIG",443,36,37
"GTR1_RABIT",443,36,37
"GTR1_RAT",443,36,37
"GTR2_HUMAN",443,36,37
"GTR2_MOUSE",443,36,37
"GTR2_RAT",443,36,37
"GTR3_CHICK",443,36,37
"GTR3_HUMAN",443,36,37
"GTR4_HUMAN",443,36,37
"GTR4_MOUSE",443,36,37
"GTR4_RAT",443,36,37
"GTR5_HUMAN",444,36,37
"GTR7_RAT",443,36,37
"GYLA_STRCO",420,8,77
"HA10_MOUSE",3,3,3
"HA11_MOUSE",3,3,3
"HA11_RAT",3,3,3
"HA12_MOUSE",3,3,3
"HA12_RAT",3,3,3
"HA13_MOUSE",3,3,3
"HA14_MOUSE",3,3,3
"HA15_MOUSE",3,3,3
"HA17_MOUSE",3,3,3
"HA18_MOUSE",3,3,3
"HA19_CANFA",3,3,3
"HA19_MOUSE",3,3,3
"HA1A_BOVIN",3,3,3
"HA1A_RABIT",3,3,3
"HA1B_BOVIN",3,3,3
"HA1B_MOUSE",3,3,3
"HA1B_RABIT",3,3,3
"HA1D_MOUSE",3,3,3
"HA1F_CHICK",445,3,3
"HA1K_MOUSE",3,3,3
"HA1L_MOUSE",3,3,3
"HA1Q_MOUSE",3,3,3
"HA1T_MOUSE",3,3,3
"HA1U_MOUSE",3,3,3
"HA1W_MOUSE",3,3,3
"HA1Y_MOUSE",3,3,3
"HA1Z_MOUSE",3,3,3
"HA21_HUMAN",446,3,3
"HA21_MOUSE",446,3,3
"HA22_HUMAN",446,3,3
"HA22_MOUSE",446,3,3
"HA23_HUMAN",446,3,3
"HA23_MOUSE",446,3,3
"HA24_HUMAN",446,3,3
"HA25_HUMAN",446,3,3
"HA26_HUMAN",446,3,3
"HA27_HUMAN",446,3,3
"HA2B_MOUSE",446,3,3
"HA2B_RAT",446,3,3
"HA2C_PIG",446,3,3
"HA2D_MOUSE",446,3,3
"HA2D_PIG",446,3,3
"HA2F_MOUSE",446,3,3
"HA2J_MOUSE",446,3,3
"HA2K_MOUSE",446,3,3
"HA2P_HUMAN",446,3,3
"HA2P_RABIT",446,3,3
"HA2Q_HUMAN",446,3,3
"HA2Q_MOUSE",446,3,3
"HA2R_HUMAN",446,3,3
"HA2R_MOUSE",446,3,3
"HA2S_MOUSE",446,3,3
"HA2U_MOUSE",446,3,3
"HA2Z_HUMAN",446,3,3
"HAM1_MOUSE",447,18,18
"HB15_HUMAN",448,262,289
"HB21_HUMAN",449,3,3
"HB21_MOUSE",449,3,3
"HB21_SPAEH",449,3,3
"HB22_HUMAN",449,3,3
"HB22_MOUSE",449,3,3
"HB23_HUMAN",449,3,3
"HB23_MOUSE",449,3,3
"HB24_HUMAN",449,3,3
"HB24_MOUSE",449,3,3
"HB25_HUMAN",449,3,3
"HB2A_HUMAN",449,3,3
"HB2A_MOUSE",449,3,3
"HB2A_RAT",449,3,3
"HB2B_HUMAN",449,3,3
"HB2B_RAT",449,3,3
"HB2C_HUMAN",449,3,3
"HB2C_PIG",449,3,3
"HB2D_CANFA",449,3,3
"HB2D_HUMAN",449,3,3
"HB2D_MOUSE",449,3,3
"HB2D_PIG",449,3,3
"HB2D_RAT",449,3,3
"HB2E_HUMAN",449,3,3
"HB2F_HUMAN",449,3,3
"HB2F_MOUSE",449,3,3
"HB2G_HUMAN",449,3,3
"HB2H_HUMAN",449,3,3
"HB2I_HUMAN",449,3,3
"HB2I_MOUSE",449,3,3
"HB2J_HUMAN",449,3,3
"HB2J_MOUSE",449,3,3
"HB2K_HUMAN",449,3,3
"HB2K_MOUSE",449,3,3
"HB2L_CHICK",449,3,3
"HB2O_HUMAN",449,3,3
"HB2O_PANTR",449,3,3
"HB2P_HUMAN",449,3,3
"HB2P_RABIT",449,3,3
"HB2Q_HUMAN",449,3,3
"HB2Q_MOUSE",449,3,3
"HB2S_HUMAN",449,3,3
"HB2S_MOUSE",449,3,3
"HB2T_HUMAN",449,3,3
"HB2U_MOUSE",449,3,3
"HB2X_HUMAN",449,3,3
"HBP_AEGCR",450,263,290
"HBP_MARPO",450,263,290
"HBP_ORYSA",450,263,290
"HBP_PEA",450,263,290
"HBP_TOBAC",450,263,290
"HBP_VICFA",450,263,290
"HEMA_CDVO",451,264,291
"HEMA_MEASE",452,264,291
"HEMA_MEASH",452,264,291
"HEMA_MEASI",452,264,291
"HEMA_MEASY",452,264,291
"HEMA_MUMPM",453,265,292
"HEMA_MUMPR",453,265,292
"HEMA_MUMPS",453,265,292
"HEMA_NDVA",454,265,292
"HEMA_NDVB",454,265,292
"HEMA_NDVD",454,265,292
"HEMA_NDVH",454,265,292
"HEMA_NDVI",454,265,292
"HEMA_NDVM",454,265,292
"HEMA_NDVQ",454,265,292
"HEMA_NDVTG",454,265,292
"HEMA_NDVU",454,265,292
"HEMA_PHODV",451,264,291
"HEMA_PI1HW",455,265,292
"HEMA_PI2H",453,265,292
"HEMA_PI2HT",453,265,292
"HEMA_PI3B",455,265,292
"HEMA_PI3H4",455,265,292
"HEMA_PI3HA",455,265,292
"HEMA_PI3HT",455,265,292
"HEMA_PI3HU",455,265,292
"HEMA_PI3HV",455,265,292
"HEMA_PI3HW",455,265,292
"HEMA_PI3HX",455,265,292
"HEMA_PI4HA",456,265,292
"HEMA_RACVI",457,266,293
"HEMA_RINDK",452,264,291
"HEMA_RINDL",452,264,291
"HEMA_SEND5",455,265,292
"HEMA_SENDF",455,265,292
"HEMA_SENDH",455,265,292
"HEMA_SENDJ",455,265,292
"HEMA_SENDZ",455,265,292
"HEMA_SV41",453,265,292
"HEMA_SV5",453,265,292
"HEMA_SV5CM",453,265,292
"HEMA_SV5CP",453,265,292
"HEMA_SV5LN",453,265,292
"HEMA_VACCC",457,266,293
"HEMA_VACCI",457,266,293
"HEMA_VACCT",457,266,293
"HEMA_VACCV",457,266,293
"HEPS_HUMAN",458,267,294
"HG2A_HUMAN",459,268,295
"HG2A_MOUSE",459,268,295
"HG2A_RAT",459,268,295
"HH1R_BOVIN",460,6,6
"HH2R_CANFA",461,6,6
"HH2R_HUMAN",461,6,6
"HH2R_RAT",461,6,6
"HIP1_YEAST",399,39,40
"HISM_ECOLI",462,269,296
"HISM_SALTY",462,269,296
"HISQ_SALTY",463,269,296
"HLAE_HUMAN",3,3,3
"HLAE_PONPY",3,3,3
"HLAF_HUMAN",3,3,3
"HLAG_HUMAN",3,3,3
"HLAH_HUMAN",3,3,3
"HLD_STAAU",464,270,297
"HLY2_ECOLI",465,18,18
"HLYB_ACTPL",465,18,18
"HLYB_ECOLI",465,18,18
"HLYB_PROMI",466,271,298
"HLYB_PROVU",465,18,18
"HLYB_SERMA",466,271,298
"HLYB_VIBCH",467,272,299
"HMD1_HEVBR",468,273,300
"HMD1_YEAST",468,273,300
"HMD2_HEVBR",468,273,300
"HMD2_YEAST",468,273,300
"HMD3_HEVBR",468,273,300
"HMDH_ARATH",468,273,300
"HMDH_CRIGR",468,273,300
"HMDH_DROME",468,273,300
"HMDH_HUMAN",468,273,300
"HMDH_MESAU",468,273,300
"HMDH_SCHMA",468,273,300
"HMDH_STRPU",468,273,300
"HMDH_XENLA",468,273,300
"HOK_ECOLI",375,225,248
"HOXN_ALCEU",469,274,301
"HPS1_HUMAN",470,275,302
"HSER_HUMAN",45,8,32
"HSER_RAT",45,8,32
"HT7_CHICK",121,68,71
"HTPX_ECOLI",471,276,303
"HTRB_ECOLI",472,277,304
"HUP1_CHLKE",473,36,37
"HVCM_HETFR",474,182,265
"HXT2_YEAST",398,36,37
"HYAC_ECOLI",475,278,305
"HYCC_ECOLI",476,279,306
"HYCD_ECOLI",477,280,307
"HYEP_HUMAN",478,281,308
"HYEP_RABIT",478,281,308
"HYEP_RAT",478,281,308
"I12B_HUMAN",479,282,309
"I177_ASFB7",480,283,310
"I329_ASFB7",481,284,311
"ICA1_HUMAN",482,285,312
"ICA1_MOUSE",482,285,312
"ICA1_RAT",482,285,312
"ICA2_HUMAN",483,285,313
"IG1R_HUMAN",12,8,8
"IGA_NEIGO",484,286,314
"IGGB_STRSP",55,8,315
"IGGG_STRSP",55,8,316
"IL1R_HUMAN",485,287,317
"IL1R_MOUSE",485,287,317
"IL1S_HUMAN",486,287,317
"IL1S_MOUSE",486,287,317
"IL2A_BOVIN",487,288,318
"IL2A_HUMAN",487,288,318
"IL2A_MOUSE",487,288,318
"IL2A_RAT",487,288,318
"IL2A_SHEEP",487,288,318
"IL2B_HUMAN",488,202,223
"IL2B_MOUSE",488,202,223
"IL2B_RAT",488,202,223
"IL4R_HUMAN",489,289,319
"IL4R_MOUSE",489,289,319
"IL5R_MOUSE",490,255,282
"IL6R_HUMAN",491,290,320
"IL6R_MOUSE",491,290,320
"IL6R_RAT",491,290,320
"IL7R_HUMAN",492,202,223
"IL7R_MOUSE",492,202,223
"IL8A_HUMAN",493,6,6
"IL8A_RABIT",493,6,6
"IL8B_HUMAN",493,6,6
"IL9R_HUMAN",494,202,223
"IL9R_MOUSE",494,202,223
"IM23_SCHJA",495,17,17
"IM23_SCHMA",495,17,17
"IMM4_ECOLI",496,291,321
"IMMA_CITFR",497,292,322
"IMMB_ECOLI",498,292,322
"IMP1_YEAST",499,293,323
"INAR_HUMAN",500,294,324
"INGR_HUMAN",501,295,325
"INGR_MOUSE",501,295,325
"INLA_LISMO",502,296,326
"INSR_DROME",503,8,8
"INSR_HUMAN",12,8,8
"INSR_MOUSE",12,8,8
"INSR_RAT",12,8,8
"IP3R_DROME",504,7,327
"IP3R_MOUSE",504,7,327
"IP3R_RAT",504,7,327
"IP3S_RAT",504,7,327
"IR10_HCMVA",505,297,328
"IRPA_SYNP7",506,298,329
"IRR_CAVPO",12,8,8
"IRR_HUMAN",12,8,8
"IS42_YEAST",507,299,330
"ISIA_SYNP7",508,300,331
"ITA1_RAT",509,301,332
"ITA2_HUMAN",510,301,332
"ITA3_CRISP",511,301,332
"ITA3_HUMAN",511,301,332
"ITA4_HUMAN",512,301,332
"ITA4_MOUSE",512,301,332
"ITA5_HUMAN",513,301,332
"ITA5_MOUSE",513,301,333
"ITA6_CHICK",514,301,332
"ITA6_HUMAN",514,301,332
"ITA8_CHICK",515,301,332
"ITAB_HUMAN",516,301,332
"ITAL_HUMAN",517,301,332
"ITAL_MOUSE",517,301,332
"ITAM_HUMAN",518,301,332
"ITAM_MOUSE",518,301,332
"ITAP_DROME",519,301,334
"ITAV_CHICK",520,301,332
"ITAV_HUMAN",520,301,332
"ITAX_HUMAN",518,301,332
"ITB0_XENLA",521,8,335
"ITB1_CHICK",521,8,335
"ITB1_HUMAN",521,8,335
"ITB1_MOUSE",521,8,335
"ITB1_XENLA",521,8,335
"ITB2_HUMAN",521,8,335
"ITB2_MOUSE",521,8,335
"ITB3_HUMAN",522,8,335
"ITB4_HUMAN",523,8,335
"ITB5_HUMAN",522,8,335
"ITB6_CAVPO",522,8,335
"ITB6_HUMAN",522,8,335
"ITB7_HUMAN",521,8,335
"ITB7_MOUSE",521,8,335
"ITB8_HUMAN",524,8,335
"ITB8_RABIT",524,8,335
"ITBX_DROME",525,8,335
"ITR2_YEAST",526,36,37
"KDGL_ECOLI",527,302,336
"KDGT_ERWCH",528,303,337
"KDPD_ECOLI",529,37,38
"KDTA_ECOLI",530,304,338
"KECK_HUMAN",531,8,8
"KEFC_ECOLI",532,305,339
"KEK4_CHICK",531,8,8
"KEK4_MOUSE",531,8,8
"KEK5_CHICK",531,8,8
"KELK_RAT",531,8,8
"KELL_HUMAN",533,306,340
"KEPH_HUMAN",531,8,8
"KER1_CHICK",320,8,8
"KEX1_KLULA",534,8,8
"KEX1_YEAST",535,307,341
"KEX2_YEAST",534,8,8
"KFLT_HUMAN",204,8,8
"KFMS_FELCA",204,8,8
"KFMS_FSVMD",204,8,8
"KFMS_HUMAN",204,8,8
"KFMS_MOUSE",204,8,8
"KFMS_RAT",204,8,8
"KGFR_HUMAN",204,8,8
"KGFR_MOUSE",204,8,8
"KGTP_ECOLI",536,131,145
"KHEK_HUMAN",531,8,8
"KKIT_HUMAN",204,8,8
"KKIT_MOUSE",204,8,8
"KLTK_HUMAN",12,8,8
"KLTK_MOUSE",12,8,8
"KMET_HUMAN",204,8,8
"KMET_MOUSE",204,8,8
"KPRO_MAIZE",537,8,8
"KPSM_ECOLI",538,71,74
"KPSN_ECOLI",538,71,74
"KRE1_CANAL",539,8,342
"KRE1_YEAST",540,8,343
"KRET_HUMAN",204,8,8
"KROS_CHICK",12,8,8
"KROS_HUMAN",12,8,8
"KTOR_DROME",204,8,8
"KTR1_YEAST",541,308,344
"KUCR_RAT",542,150,237
"LACF_AGRRD",543,309,345
"LACG_AGRRD",544,310,346
"LACP_KLULA",545,36,37
"LACY_ECOLI",546,153,168
"LACY_KLEPN",546,153,168
"LACY_LACDE",547,311,347
"LACY_STRTR",547,311,347
"LAG3_HUMAN",548,312,348
"LAMB_ECOLI",549,313,349
"LAMB_SALTY",549,313,349
"LAR_DROME",550,8,8
"LAR_HUMAN",550,8,8
"LBP_HUMAN",551,79,84
"LBP_RABIT",551,79,84
"LBR_CHICK",552,314,350
"LCB1_YEAST",553,315,351
"LCNA_LACLA",554,316,352
"LCNC_LACLA",555,18,18
"LDLR_BOVIN",556,8,210
"LDLR_HUMAN",556,8,210
"LDLR_RABIT",556,8,210
"LECH_CHICK",557,150,353
"LECH_HUMAN",558,150,354
"LECH_RAT",558,150,354
"LECI_HUMAN",558,150,354
"LECI_MOUSE",558,150,354
"LECI_RAT",558,150,354
"LEM1_HUMAN",559,150,355
"LEM1_MOUSE",559,150,355
"LEM2_HUMAN",559,150,356
"LEM2_MOUSE",559,150,356
"LEM2_RABIT",559,150,356
"LEM3_HUMAN",559,150,164
"LEM3_MOUSE",559,150,164
"LEP_BACSU",560,317,357
"LEP_ECOLI",561,317,357
"LEP_PSEFL",561,317,357
"LEP_SALTY",561,317,357
"LEUK_HUMAN",562,8,358
"LEUK_MOUSE",562,8,358
"LEUK_RAT",562,8,358
"LEVF_BACSU",563,318,359
"LEVG_BACSU",564,319,360
"LFA3_HUMAN",565,320,361
"LHA_CHLAU",567,322,363
"LHA_ERYSP",568,323,364
"LHA_RHOAC",566,321,362
"LHA_RHOCA",568,323,364
"LHA_RHORU",568,323,364
"LHA_RHOSH",568,323,364
"LHA_RHOVI",568,323,364
"LHA2_RHOCA",566,321,362
"LHA2_RHOSH",566,321,362
"LHB_CHLAU",570,325,366
"LHB_ECTHL",571,326,367
"LHB_ERYSP",572,327,368
"LHB_RHOAC",569,324,365
"LHB_RHOCA",572,327,368
"LHB_RHORU",573,328,369
"LHB_RHOSH",572,327,368
"LHB_RHOVI",574,328,369
"LHB2_RHOCA",569,324,365
"LHB2_RHOSH",569,324,365
"LI12_CAEEL",417,8,210
"LIM2_RAT",575,108,118
"LIT_ECOLI",576,329,370
"LIVA_SALTY",137,81,86
"LIVE_SALTY",138,81,86
"LIVH_ECOLI",137,81,86
"LIVM_ECOLI",138,81,86
"LKTB_ACTAC",465,18,18
"LKTB_PASHA",465,18,18
"LMP1_CHICK",577,330,371
"LMP1_EBV",578,331,372
"LMP1_EBVC",578,331,372
"LMP1_EBVR",578,331,372
"LMP1_HUMAN",577,330,371
"LMP1_MOUSE",577,330,371
"LMP1_RAT",577,330,371
"LMP2_EBV",579,332,373
"LMP2_HUMAN",580,330,371
"LMP2_MOUSE",580,330,371
"LMP2_RAT",580,330,371
"LPH_HUMAN",581,333,374
"LPH_RABIT",581,333,374
"LRPA_HUMAN",550,8,375
"LRPA_MOUSE",550,8,375
"LRPB_HUMAN",582,8,376
"LRPD_HUMAN",550,8,8
"LRPE_HUMAN",550,8,377
"LRPZ_HUMAN",583,8,378
"LSHR_HUMAN",386,6,6
"LSHR_MOUSE",386,6,6
"LSHR_PIG",386,6,6
"LSHR_RAT",386,6,6
"LSPA_ECOLI",584,334,379
"LSPA_ENTAE",584,334,379
"LSPA_PSEFL",585,334,379
"LT23_CAEEL",586,8,8
"LY49_MOUSE",587,150,380
"LYSP_ECOLI",588,39,40
"M11P_YEAST",589,335,381
"M12_STRPY",55,8,41
"M24_STRPY",55,8,41
"M2OM_BOVIN",590,19,19
"M49_STRPY",55,8,41
"M5_STRPY",55,8,41
"M6_STRPY",55,8,41
"MAG_HUMAN",591,8,8
"MAGL_MOUSE",591,8,8
"MAGL_RAT",591,8,8
"MAGS_MOUSE",591,8,8
"MAGS_RAT",591,8,8
"MAL_HUMAN",595,336,382
"MAL6_YEAST",592,36,37
"MALF_ECOLI",593,309,345
"MALF_ENTAE",593,309,345
"MALF_SALTY",593,309,345
"MALG_ECOLI",594,310,346
"MALG_ENTAE",594,310,346
"MALG_SALTY",594,310,346
"MAM2_SCHPO",596,337,383
"MAN2_MOUSE",597,338,384
"MANR_HUMAN",598,150,385
"MAS_HUMAN",599,6,6
"MAS_MOUSE",599,6,6
"MAS_RAT",599,6,6
"MB1_MOUSE",600,339,386
"MBPY_MARPO",285,169,186
"MCBE_ECOLI",601,340,387
"MCP_HUMAN",603,150,356
"MCP1_ECOLI",602,272,299
"MCP2_ECOLI",602,272,299
"MCP2_SALTY",602,272,299
"MCP3_ECOLI",602,272,299
"MCP4_ECOLI",602,272,299
"MCPD_ENTAE",602,272,299
"MCPS_ENTAE",602,272,299
"MDR_LEITA",604,18,18
"MDR_PLAFF",465,18,18
"MDR1_CRIGR",465,18,18
"MDR1_ENTHI",465,18,18
"MDR1_HUMAN",465,18,18
"MDR1_MOUSE",465,18,18
"MDR2_CRIGR",465,18,18
"MDR2_MOUSE",465,18,18
"MDR3_CRIGR",465,18,18
"MDR3_ENTHI",465,18,18
"MDR3_HUMAN",465,18,18
"MDR3_MOUSE",465,18,18
"MDR4_DROME",465,18,18
"MDR4_ENTHI",465,18,18
"MDR5_DROME",465,18,18
"MEC4_CAEEL",299,175,193
"MELB_ECOLI",605,311,347
"MEPA_MOUSE",606,341,388
"MERT_PSEAE",607,342,389
"MERT_SERMA",607,342,389
"MERT_SHIFL",607,342,389
"MERT_STAAU",608,343,390
"MERT_STRLI",609,344,391
"MGLC_ECOLI",610,345,392
"MIP_BOVIN",611,8,77
"MIP_CHICK",611,8,77
"MIP_HUMAN",611,8,77
"MIP_RAT",611,8,77
"MMR_BACSU",612,193,213
"MMR_STRCO",612,193,213
"MO38_NEUCR",613,299,330
"MODB_ECOLI",614,169,186
"MOTA_BACSU",615,346,393
"MOTA_ECOLI",616,346,393
"MOTB_BACSU",617,347,394
"MOTB_ECOLI",618,347,394
"MOXY_PARDE",619,348,395
"MP23_BOVIN",620,349,396
"MPCP_BOVIN",621,19,19
"MPCP_HUMAN",621,19,19
"MPCP_RAT",621,19,19
"MPCP_YEAST",622,19,19
"MPRD_BOVIN",623,350,397
"MPRD_HUMAN",623,350,397
"MPRD_MOUSE",623,350,397
"MPRI_BOVIN",624,351,398
"MPRI_HUMAN",624,351,398
"MPV1_MOUSE",625,352,399
"MRAY_ECOLI",626,353,400
"MRP4_STRPY",55,8,41
"MRS3_YEAST",627,19,19
"MRS4_YEAST",627,19,19
"MSAP_PLAF3",628,8,8
"MSAP_PLAFC",628,8,8
"MSAP_PLAFD",628,8,8
"MSAP_PLAFF",628,8,8
"MSAP_PLAFK",628,8,8
"MSAP_PLAFM",628,8,8
"MSAP_PLAFN",628,8,8
"MSAP_PLAFW",628,8,8
"MSAP_PLAYO",629,8,8
"MSBB_ECOLI",630,277,304
"MSCH_BOVIN",631,19,19
"MSCH_HUMAN",631,19,19
"MSCH_RAT",631,19,19
"MSRE_BOVIN",632,354,401
"MSRE_HUMAN",632,354,401
"MSRE_MOUSE",632,354,401
"MTR_ECOLI",633,355,402
"MUCB_HUMAN",634,182,265
"MUCM_ICTPU",635,182,265
"MUCM_MOUSE",634,182,265
"MUCM_RABIT",634,182,265
"MX_STRPY",55,8,41
"MYP0_BOVIN",636,356,403
"MYP0_HETFR",636,356,403
"MYP0_HUMAN",636,356,403
"MYP0_MOUSE",636,356,403
"MYP0_RAT",636,356,403
"MYPR_BOVIN",637,357,404
"MYPR_CANFA",637,357,404
"MYPR_CHICK",637,357,404
"MYPR_HUMAN",637,357,404
"MYPR_XENLA",637,357,404
"NABA_RAT",638,358,405
"NACA_CANFA",639,359,406
"NAGC_HUMAN",640,360,407
"NAGC_PIG",640,360,407
"NAGC_RABIT",640,360,407
"NAH1_HUMAN",641,361,408
"NAH1_RABIT",641,361,408
"NAH1_RAT",641,361,408
"NAH3_RABIT",641,361,408
"NAH3_RAT",641,361,408
"NAH4_RAT",641,361,408
"NALS_BOVIN",642,362,409
"NALS_HUMAN",642,362,409
"NALS_MOUSE",642,362,409
"NANU_RABIT",640,360,407
"NAPA_ENTHR",643,305,339
"NARK_ECOLI",644,363,410
"NARQ_ECOLI",645,348,395
"NARX_ECOLI",646,348,395
"NCA1_CHICK",647,8,8
"NCA1_XENLA",647,8,8
"NCA2_MOUSE",647,8,8
"NCA2_RAT",647,8,8
"NDVB_RHIME",648,364,411
"NEP_HUMAN",649,306,340
"NEP_PIG",649,306,340
"NEP_RABIT",649,306,340
"NEP_RAT",649,306,340
"NEU_RAT",320,8,8
"NGFR_CHICK",650,104,115
"NGFR_HUMAN",650,104,115
"NGFR_RAT",650,104,115
"NHAA_ECOLI",651,365,412
"NHAB_ECOLI",652,366,413
"NHAC_BACFI",653,367,414
"NIFC_CLOPA",654,169,186
"NIRT_PSEST",655,368,415
"NK11_MOUSE",656,150,416
"NK12_MOUSE",656,150,416
"NK13_MOUSE",656,150,416
"NK14_MOUSE",656,150,416
"NK1R_CAVPO",657,6,6
"NK1R_HUMAN",657,6,6
"NK1R_MOUSE",657,6,6
"NK1R_RAT",657,6,6
"NK2R_BOVIN",657,6,6
"NK2R_HUMAN",657,6,6
"NK2R_MOUSE",657,6,6
"NK2R_RAT",657,6,6
"NK3R_HUMAN",657,6,6
"NK3R_RAT",657,6,6
"NKGA_HUMAN",658,150,416
"NKGC_HUMAN",658,150,416
"NKGD_HUMAN",659,150,416
"NMBR_HUMAN",442,6,6
"NMBR_RAT",442,6,6
"NNTM_BOVIN",660,369,417
"NO26_SOYBN",661,8,77
"NO5_PEA",662,370,418
"NODE_RHILT",663,371,419
"NODE_RHILV",663,371,419
"NODE_RHIME",663,371,419
"NODE_RHIMS",663,371,419
"NODJ_BRAJA",664,372,420
"NODJ_RHILT",664,372,420
"NODJ_RHILV",664,372,420
"NODL_DROME",665,8,210
"NODV_BRAJA",666,37,38
"NORA_STAAU",667,193,213
"NOSY_PSEST",668,373,421
"NOTC_DROME",127,8,422
"NOTC_XENLA",669,8,422
"NPL1_YEAST",670,374,423
"NRAM_IABAN",671,375,424
"NRAM_IABDA",672,375,424
"NRAM_IACAO",672,375,424
"NRAM_IACHI",672,375,424
"NRAM_IACKQ",671,375,424
"NRAM_IACKR",671,375,424
"NRAM_IADA1",673,375,424
"NRAM_IADGE",673,375,424
"NRAM_IAFPW",673,375,424
"NRAM_IAHCO",673,375,424
"NRAM_IAHK1",672,375,424
"NRAM_IAME1",672,375,424
"NRAM_IAME2",671,375,424
"NRAM_IANT6",671,375,424
"NRAM_IAPAR",672,375,424
"NRAM_IAPUE",672,375,424
"NRAM_IARI5",671,375,424
"NRAM_IASH2",672,375,424
"NRAM_IATKP",672,375,424
"NRAM_IATKR",674,375,424
"NRAM_IATOK",671,375,424
"NRAM_IATRA",673,375,424
"NRAM_IAUDO",671,375,424
"NRAM_IAUSS",672,375,424
"NRAM_IAVI7",671,375,424
"NRAM_IAWHM",673,375,424
"NRAM_IAWIL",672,375,424
"NRAM_INBBE",675,375,424
"NRAM_INBHK",675,375,424
"NRAM_INBLE",675,375,424
"NRAM_INBLN",675,375,424
"NRAM_INBMD",675,375,424
"NRAM_INBMF",675,375,424
"NRAM_INBOR",675,375,424
"NRAM_INBSI",675,375,424
"NRAM_INBUS",675,375,424
"NRAM_INBVI",675,375,424
"NRG_DROME",676,8,8
"NRT_DROME",677,376,425
"NSP1_YEAST",678,377,426
"NSR_LACLA",679,378,427
"NTR_RAT",680,6,6
"NTT5_RAT",681,379,428
"NTTA_HUMAN",682,379,428
"NTTA_RAT",682,379,428
"NTTB_CANFA",682,379,428
"NTTC_RAT",682,379,428
"NTTD_BOVIN",681,379,428
"NTTD_HUMAN",681,379,428
"NTTD_RAT",681,379,428
"NTTG_MOUSE",683,379,428
"NTTG_RAT",683,379,428
"NTTN_HUMAN",681,379,428
"NTTP_RAT",683,379,428
"NU1C_MAIZE",684,380,429
"NU1C_MARPO",685,280,307
"NU1C_ORYSA",685,280,307
"NU1C_PLEBO",685,280,307
"NU1C_SYNY3",685,280,307
"NU1C_TOBAC",685,280,307
"NU1M_ARTSX",686,280,307
"NU1M_ASCSU",687,280,307
"NU1M_ASTFO",686,280,307
"NU1M_ASTPE",686,280,307
"NU1M_BALPH",686,280,307
"NU1M_BOVIN",686,280,307
"NU1M_CAEEL",687,280,307
"NU1M_CHICK",686,280,307
"NU1M_CHLRE",686,280,307
"NU1M_CITLA",686,280,307
"NU1M_COTJA",686,280,307
"NU1M_CYPCA",686,280,307
"NU1M_DROME",686,280,307
"NU1M_DROYA",686,280,307
"NU1M_HUMAN",686,280,307
"NU1M_LEITA",688,280,307
"NU1M_LOCMI",686,280,307
"NU1M_MARPO",686,280,307
"NU1M_MOUSE",686,280,307
"NU1M_NEUCR",686,280,307
"NU1M_PARLI",686,280,307
"NU1M_PARTE",689,280,307
"NU1M_PETHY",686,280,307
"NU1M_PHOVI",686,280,307
"NU1M_PISOC",686,280,307
"NU1M_PODAN",686,280,307
"NU1M_RANCA",686,280,307
"NU1M_RAT",686,280,307
"NU1M_STRPU",686,280,307
"NU1M_WHEAT",686,280,307
"NU1M_XENLA",686,280,307
"NUFC_MAIZE",690,381,430
"NUFC_MARPO",690,381,430
"NUFC_ORYSA",690,381,430
"NUFC_SYNY3",690,381,430
"NUFC_TOBAC",690,381,430
"NY1R_HUMAN",691,6,6
"NY1R_RAT",691,6,6
"NY3R_BOVIN",692,6,6
"NYR_DROME",693,6,6
"OAR_DROME",694,6,6
"OEC6_SPIOL",695,382,431
"OGRE_DROME",696,383,432
"OLF0_RAT",697,6,6
"OLF1_RAT",697,6,6
"OLF2_RAT",697,6,6
"OLF3_MOUSE",698,6,6
"OLF3_RAT",697,6,6
"OLF4_RAT",697,6,6
"OLF5_RAT",697,6,6
"OLF6_RAT",699,6,6
"OLF7_RAT",699,6,6
"OLF8_RAT",697,6,6
"OLF9_RAT",697,6,6
"OM32_COMAC",700,384,433
"OM45_YEAST",701,385,434
"OM72_NEUCR",702,386,435
"OMP1_HAEIN",703,212,233
"OMPX_ENTCL",704,21,21
"OPCM_BOVIN",705,8,8
"OPPB_BACSU",293,27,27
"OPPB_SALTY",293,27,27
"OPPC_BACSU",294,28,28
"OPPC_SALTY",706,28,28
"OPR1_HUMAN",657,6,6
"OPS1_CALVI",707,6,6
"OPS1_DROME",707,6,6
"OPS1_DROPS",707,6,6
"OPS2_DROME",707,6,6
"OPS2_DROPS",707,6,6
"OPS3_DROME",708,6,6
"OPS3_DROPS",708,6,6
"OPS3_DROVI",709,387,436
"OPS4_DROME",708,6,6
