"ID","Organelle-type","Subtype"
"HMD3_HEVBR","er","er"
"HMDH_ARATH","er","er"
"HMDH_CRIGR","er","er"
"HMDH_DROME","er","er"
"HMDH_HUMAN","er","er"
"HMDH_MESAU","er","er"
"HMDH_SCHMA","er","er"
"HMDH_STRPU","er","er"
"HMDH_XENLA","er","er"
"HOK_ECOLI","pro",
"HOXN_ALCEU","pro",
"HPS1_HUMAN",,
"HSER_HUMAN","er",
"HSER_RAT","er",
"HT7_CHICK","er",
"HTPX_ECOLI","pro",
"HTRB_ECOLI","pro",
"HUP1_CHLKE",,
"HVCM_HETFR","er",
"HXT2_YEAST","er",
"HYAC_ECOLI","pro",
"HYCC_ECOLI","pro",
"HYCD_ECOLI","pro",
"HYEP_HUMAN","er","mic"
"HYEP_RABIT","er","mic"
"HYEP_RAT","er","mic"
"I12B_HUMAN","er",
"I177_ASFB7","vir",
"I329_ASFB7","vir",
"ICA1_HUMAN","er",
"ICA1_MOUSE","er",
"ICA1_RAT","er",
"ICA2_HUMAN","er",
"IG1R_HUMAN","er",
"IGA_NEIGO","pro",
"IGGB_STRSP","pro",
"IGGG_STRSP","pro",
"IL1R_HUMAN","er",
"IL1R_MOUSE","er",
"IL1S_HUMAN","er",
"IL1S_MOUSE","er",
"IL2A_BOVIN","er",
"IL2A_HUMAN","er",
"IL2A_MOUSE","er",
"IL2A_RAT","er",
"IL2A_SHEEP","er",
"IL2B_HUMAN","er",
"IL2B_MOUSE","er",
"IL2B_RAT","er",
"IL4R_HUMAN","er",
"IL4R_MOUSE","er",
"IL5R_MOUSE","er",
"IL6R_HUMAN","er",
"IL6R_MOUSE","er",
"IL6R_RAT","er",
"IL7R_HUMAN","er",
"IL7R_MOUSE","er",
"IL8A_HUMAN","er","pla"
"IL8A_RABIT","er","pla"
"IL8B_HUMAN","er","pla"
"IL9R_HUMAN","er",
"IL9R_MOUSE","er",
"IM23_SCHJA","er",
"IM23_SCHMA","er",
"IMM4_ECOLI","pro",
"IMMA_CITFR","pro",
"IMMB_ECOLI","pro",
"IMP1_YEAST","mit","inn"
"INAR_HUMAN","er",
"INGR_HUMAN","er",
"INGR_MOUSE","er",
"INLA_LISMO","pro",
"INSR_DROME","er",
"INSR_HUMAN","er",
"INSR_MOUSE","er",
"INSR_RAT","er",
"IP3R_DROME","er","er"
"IP3R_MOUSE","er","er"
"IP3R_RAT","er","er"
"IP3S_RAT","er","er"
"IR10_HCMVA","vir",
"IRPA_SYNP7","pro",
"IRR_CAVPO","er",
"IRR_HUMAN","er",
"IS42_YEAST","mit","out"
"ISIA_SYNP7","pro",
"ITA1_RAT","er",
"ITA2_HUMAN","er",
"ITA3_CRISP","er",
"ITA3_HUMAN","er",
"ITA4_HUMAN","er",
"ITA4_MOUSE","er",
"ITA5_HUMAN","er",
"ITA5_MOUSE","er",
"ITA6_CHICK","er",
"ITA6_HUMAN","er",
"ITA8_CHICK","er",
"ITAB_HUMAN","er",
"ITAL_HUMAN","er",
"ITAL_MOUSE","er",
"ITAM_HUMAN","er",
"ITAM_MOUSE","er",
"ITAP_DROME","er",
"ITAV_CHICK","er",
"ITAV_HUMAN","er",
"ITAX_HUMAN","er",
"ITB0_XENLA","er",
"ITB1_CHICK","er",
"ITB1_HUMAN","er",
"ITB1_MOUSE","er",
"ITB1_XENLA","er",
"ITB2_HUMAN","er",
"ITB2_MOUSE","er",
"ITB3_HUMAN","er",
"ITB4_HUMAN","er",
"ITB5_HUMAN","er",
"ITB6_CAVPO","er",
"ITB6_HUMAN","er",
"ITB7_HUMAN","er",
"ITB7_MOUSE","er",
"ITB8_HUMAN","er",
"ITB8_RABIT","er",
"ITBX_DROME","er",
"ITR2_YEAST","er",
"KDGL_ECOLI","pro",
"KDGT_ERWCH","pro",
"KDPD_ECOLI","pro",
"KDTA_ECOLI","pro",
"KECK_HUMAN","er",
"KEFC_ECOLI","pro",
"KEK4_CHICK","er",
"KEK4_MOUSE","er",
"KEK5_CHICK","er",
"KELK_RAT","er",
"KELL_HUMAN","er",
"KEPH_HUMAN","er",
"KER1_CHICK","er",
"KEX1_KLULA",,
"KEX1_YEAST","er",
"KEX2_YEAST",,
"KFLT_HUMAN",,
"KFMS_FELCA","er",
"KFMS_FSVMD","vir",
"KFMS_HUMAN","er",
"KFMS_MOUSE","er",
"KFMS_RAT","er",
"KGFR_HUMAN","er",
"KGFR_MOUSE","er",
"KGTP_ECOLI","pro",
"KHEK_HUMAN","er",
"KKIT_HUMAN","er",
"KKIT_MOUSE","er",
"KLTK_HUMAN","er",
"KLTK_MOUSE","er",
"KMET_HUMAN","er",
"KMET_MOUSE","er",
"KPRO_MAIZE","er",
"KPSM_ECOLI","pro",
"KPSN_ECOLI","pro",
"KRE1_CANAL","er",
"KRE1_YEAST","er",
"KRET_HUMAN",,
"KROS_CHICK","er",
"KROS_HUMAN","er",
"KTOR_DROME","er",
"KTR1_YEAST",,
"KUCR_RAT","er",
"LACF_AGRRD","pro","inn"
"LACG_AGRRD","pro","inn"
"LACP_KLULA",,
"LACY_ECOLI","pro","inn"
"LACY_KLEPN","pro","inn"
"LACY_LACDE","pro","inn"
"LACY_STRTR","pro","inn"
"LAG3_HUMAN","er",
"LAMB_ECOLI","pro","out"
"LAMB_SALTY","pro","out"
"LAR_DROME","er",
"LAR_HUMAN","er",
"LBP_HUMAN","er",
"LBP_RABIT","er",
"LBR_CHICK",,
"LCB1_YEAST",,
"LCNA_LACLA","pro",
"LCNC_LACLA","pro",
"LDLR_BOVIN","er",
"LDLR_HUMAN","er",
"LDLR_RABIT","er",
"LECH_CHICK","er",
"LECH_HUMAN","er",
"LECH_RAT","er",
"LECI_HUMAN","er",
"LECI_MOUSE","er",
"LECI_RAT","er",
"LEM1_HUMAN","er",
"LEM1_MOUSE","er",
"LEM2_HUMAN","er",
"LEM2_MOUSE","er",
"LEM2_RABIT","er",
"LEM3_HUMAN","er",
"LEM3_MOUSE","er",
"LEP_BACSU","pro","inn"
"LEP_ECOLI","pro","inn"
"LEP_PSEFL","pro","inn"
"LEP_SALTY","pro","inn"
"LEUK_HUMAN","er",
"LEUK_MOUSE","er",
"LEUK_RAT","er",
"LEVF_BACSU","pro",
"LEVG_BACSU","pro",
"LFA3_HUMAN","er",
"LHA_CHLAU","pro",
"LHA_ERYSP","pro",
"LHA_RHOAC","pro",
"LHA_RHOCA","pro",
"LHA_RHORU","pro",
"LHA_RHOSH","pro",
"LHA_RHOVI","pro",
"LHA2_RHOCA","pro",
"LHA2_RHOSH","pro",
"LHB_CHLAU","pro",
"LHB_ECTHL","pro",
"LHB_ERYSP","pro",
"LHB_RHOAC","pro",
"LHB_RHOCA","pro",
"LHB_RHORU","pro",
"LHB_RHOSH","pro",
"LHB_RHOVI","pro",
"LHB2_RHOCA","pro",
"LHB2_RHOSH","pro",
"LI12_CAEEL","er",
"LIM2_RAT","er","lys"
"LIT_ECOLI","pro","inn"
"LIVA_SALTY","pro",
"LIVE_SALTY","pro",
"LIVH_ECOLI","pro",
"LIVM_ECOLI","pro",
"LKTB_ACTAC","pro",
"LKTB_PASHA","pro",
"LMP1_CHICK","er","lys"
"LMP1_EBV","vir",
"LMP1_EBVC","vir",
"LMP1_EBVR","vir",
"LMP1_HUMAN","er","lys"
"LMP1_MOUSE","er","lys"
"LMP1_RAT","er","lys"
"LMP2_EBV","vir",
"LMP2_HUMAN","er","lys"
"LMP2_MOUSE","er","lys"
"LMP2_RAT","er","lys"
"LPH_HUMAN",,
"LPH_RABIT",,
"LRPA_HUMAN","er",
"LRPA_MOUSE","er",
"LRPB_HUMAN","er",
"LRPD_HUMAN","er",
"LRPE_HUMAN","er",
"LRPZ_HUMAN","er",
"LSHR_HUMAN","er","pla"
"LSHR_MOUSE","er","pla"
"LSHR_PIG","er","pla"
"LSHR_RAT","er","pla"
"LSPA_ECOLI","pro",
"LSPA_ENTAE","pro",
"LSPA_PSEFL","pro",
"LT23_CAEEL","er",
"LY49_MOUSE","er",
"LYSP_ECOLI","pro",
"M11P_YEAST","er",
"M12_STRPY","pro",
"M24_STRPY","pro",
"M2OM_BOVIN","mit","inn"
"M49_STRPY","pro",
"M5_STRPY","pro",
"M6_STRPY","pro",
"MAG_HUMAN","er",
"MAGL_MOUSE","er",
"MAGL_RAT","er",
"MAGS_MOUSE","er",
"MAGS_RAT","er",
"MAL_HUMAN",,
"MAL6_YEAST",,
"MALF_ECOLI","pro","inn"
"MALF_ENTAE","pro","inn"
"MALF_SALTY","pro","inn"
"MALG_ECOLI","pro","inn"
"MALG_ENTAE","pro","inn"
"MALG_SALTY","pro","inn"
"MAM2_SCHPO","er","pla"
"MAN2_MOUSE","er","gol"
"MANR_HUMAN","er",
"MAS_HUMAN","er","pla"
"MAS_MOUSE","er","pla"
"MAS_RAT","er","pla"
"MB1_MOUSE","er",
"MBPY_MARPO","chl",
"MCBE_ECOLI","pro",
"MCP_HUMAN","er",
"MCP1_ECOLI","pro","out"
"MCP2_ECOLI","pro","out"
"MCP2_SALTY","pro","out"
"MCP3_ECOLI","pro","out"
"MCP4_ECOLI","pro","out"
"MCPD_ENTAE","pro","out"
"MCPS_ENTAE","pro","out"
"MDR_LEITA","er",
"MDR_PLAFF","er",
"MDR1_CRIGR","er",
"MDR1_ENTHI","er",
"MDR1_HUMAN","er",
"MDR1_MOUSE","er",
"MDR2_CRIGR","er",
"MDR2_MOUSE","er",
"MDR3_CRIGR","er",
"MDR3_ENTHI","er",
"MDR3_HUMAN","er",
"MDR3_MOUSE","er",
"MDR4_DROME","er",
"MDR4_ENTHI","er",
"MDR5_DROME","er",
"MEC4_CAEEL",,
"MELB_ECOLI","pro",
"MEPA_MOUSE","er",
"MERT_PSEAE","pro","inn"
"MERT_SERMA","pro","inn"
"MERT_SHIFL","pro","inn"
"MERT_STAAU","pro","inn"
"MERT_STRLI","pro","inn"
"MGLC_ECOLI","pro",
"MIP_BOVIN",,
"MIP_CHICK",,
"MIP_HUMAN",,
"MIP_RAT",,
"MMR_BACSU","pro",
"MMR_STRCO","pro",
"MO38_NEUCR","mit","out"
"MODB_ECOLI","pro","inn"
"MOTA_BACSU","pro",
"MOTA_ECOLI","pro",
"MOTB_BACSU","pro",
"MOTB_ECOLI","pro",
"MOXY_PARDE","pro",
"MP23_BOVIN",,
"MPCP_BOVIN","mit","inn"
"MPCP_HUMAN","mit","inn"
"MPCP_RAT","mit","inn"
"MPCP_YEAST","mit","inn"
"MPRD_BOVIN","er","lys"
"MPRD_HUMAN","er","lys"
"MPRD_MOUSE","er","lys"
"MPRI_BOVIN","er","lys"
"MPRI_HUMAN","er","lys"
"MPV1_MOUSE",,
"MRAY_ECOLI","pro",
"MRP4_STRPY","pro",
"MRS3_YEAST","mit","inn"
"MRS4_YEAST","mit","inn"
"MSAP_PLAF3","er",
"MSAP_PLAFC","er",
"MSAP_PLAFD","er",
"MSAP_PLAFF","er",
"MSAP_PLAFK","er",
"MSAP_PLAFM","er",
"MSAP_PLAFN","er",
"MSAP_PLAFW","er",
"MSAP_PLAYO","er",
"MSBB_ECOLI","pro",
"MSCH_BOVIN","mit",
"MSCH_HUMAN","mit",
"MSCH_RAT","mit",
"MSRE_BOVIN","er",
"MSRE_HUMAN","er",
"MSRE_MOUSE","er",
"MTR_ECOLI","pro",
"MUCB_HUMAN",,
"MUCM_ICTPU","er",
"MUCM_MOUSE","er",
"MUCM_RABIT","er",
"MX_STRPY","pro",
"MYP0_BOVIN","er",
"MYP0_HETFR","er",
"MYP0_HUMAN","er",
"MYP0_MOUSE","er",
"MYP0_RAT","er",
"MYPR_BOVIN",,
"MYPR_CANFA",,
"MYPR_CHICK",,
"MYPR_HUMAN",,
"MYPR_XENLA",,
"NABA_RAT","er",
"NACA_CANFA","er",
"NAGC_HUMAN",,
"NAGC_PIG","er",
"NAGC_RABIT","er",
"NAH1_HUMAN","er",
"NAH1_RABIT","er",
"NAH1_RAT","er",
"NAH3_RABIT","er",
"NAH3_RAT","er",
"NAH4_RAT","er",
"NALS_BOVIN","er","gol"
"NALS_HUMAN","er","gol"
"NALS_MOUSE","er","gol"
"NANU_RABIT","er",
"NAPA_ENTHR","pro",
"NARK_ECOLI","pro",
"NARQ_ECOLI","pro",
"NARX_ECOLI","pro",
"NCA1_CHICK","er",
"NCA1_XENLA","er",
"NCA2_MOUSE","er",
"NCA2_RAT","er",
"NDVB_RHIME","pro",
"NEP_HUMAN","er",
"NEP_PIG","er",
"NEP_RABIT","er",
"NEP_RAT","er",
"NEU_RAT","er",
"NGFR_CHICK","er",
"NGFR_HUMAN","er",
"NGFR_RAT","er",
"NHAA_ECOLI","pro",
"NHAB_ECOLI","pro",
"NHAC_BACFI","pro",
"NIFC_CLOPA","pro",
"NIRT_PSEST","pro",
"NK11_MOUSE","er",
"NK12_MOUSE","er",
"NK13_MOUSE","er",
"NK14_MOUSE","er",
"NK1R_CAVPO","er","pla"
"NK1R_HUMAN","er","pla"
"NK1R_MOUSE","er","pla"
"NK1R_RAT","er","pla"
"NK2R_BOVIN","er","pla"
"NK2R_HUMAN","er","pla"
"NK2R_MOUSE","er","pla"
"NK2R_RAT","er","pla"
"NK3R_HUMAN","er","pla"
"NK3R_RAT","er","pla"
"NKGA_HUMAN","er",
"NKGC_HUMAN","er",
"NKGD_HUMAN","er",
"NMBR_HUMAN","er","pla"
"NMBR_RAT","er","pla"
"NNTM_BOVIN","mit",
"NO26_SOYBN",,
"NO5_PEA",,
"NODE_RHILT","pro",
"NODE_RHILV","pro",
"NODE_RHIME","pro",
"NODE_RHIMS","pro",
"NODJ_BRAJA","pro",
"NODJ_RHILT","pro",
"NODJ_RHILV","pro",
"NODL_DROME","er",
"NODV_BRAJA","pro",
"NORA_STAAU","pro",
"NOSY_PSEST","pro",
"NOTC_DROME",,
"NOTC_XENLA",,
"NPL1_YEAST","er","er"
"NRAM_IABAN","vir",
"NRAM_IABDA","vir",
"NRAM_IACAO","vir",
"NRAM_IACHI","vir",
"NRAM_IACKQ","vir",
"NRAM_IACKR","vir",
"NRAM_IADA1","vir",
"NRAM_IADGE","vir",
"NRAM_IAFPW","vir",
"NRAM_IAHCO","vir",
"NRAM_IAHK1","vir",
"NRAM_IAME1","vir",
"NRAM_IAME2","vir",
"NRAM_IANT6","vir",
"NRAM_IAPAR","vir",
"NRAM_IAPUE","vir",
"NRAM_IARI5","vir",
"NRAM_IASH2","vir",
"NRAM_IATKP","vir",
"NRAM_IATKR","vir",
"NRAM_IATOK","vir",
"NRAM_IATRA","vir",
"NRAM_IAUDO","vir",
"NRAM_IAUSS","vir",
"NRAM_IAVI7","vir",
"NRAM_IAWHM","vir",
"NRAM_IAWIL","vir",
"NRAM_INBBE","vir",
"NRAM_INBHK","vir",
"NRAM_INBLE","vir",
"NRAM_INBLN","vir",
"NRAM_INBMD","vir",
"NRAM_INBMF","vir",
"NRAM_INBOR","vir",
"NRAM_INBSI","vir",
"NRAM_INBUS","vir",
"NRAM_INBVI","vir",
"NRG_DROME","er",
"NRT_DROME","er",
"NSP1_YEAST",,
"NSR_LACLA","pro",
"NTR_RAT","er","pla"
"NTT5_RAT","er",
"NTTA_HUMAN","er",
"NTTA_RAT","er",
"NTTB_CANFA","er",
"NTTC_RAT","er",
"NTTD_BOVIN","er",
"NTTD_HUMAN","er",
"NTTD_RAT","er",
"NTTG_MOUSE","er",
"NTTG_RAT","er",
"NTTN_HUMAN","er",
"NTTP_RAT","er",
"NU1C_MAIZE","chl",
"NU1C_MARPO","chl",
"NU1C_ORYSA","chl",
"NU1C_PLEBO","pro",
"NU1C_SYNY3","pro",
"NU1C_TOBAC","chl",
"NU1M_ARTSX","mit",
"NU1M_ASCSU","mit",
"NU1M_ASTFO","mit",
"NU1M_ASTPE","mit",
"NU1M_BALPH","mit",
"NU1M_BOVIN","mit",
"NU1M_CAEEL","mit",
"NU1M_CHICK","mit",
"NU1M_CHLRE","mit",
"NU1M_CITLA","mit",
"NU1M_COTJA","mit",
"NU1M_CYPCA","mit",
"NU1M_DROME","mit",
"NU1M_DROYA","mit",
"NU1M_HUMAN","mit",
"NU1M_LEITA","mit",
"NU1M_LOCMI","mit",
"NU1M_MARPO","mit",
"NU1M_MOUSE","mit",
"NU1M_NEUCR","mit",
"NU1M_PARLI","mit",
"NU1M_PARTE","mit",
"NU1M_PETHY","mit",
"NU1M_PHOVI","mit",
"NU1M_PISOC","mit",
"NU1M_PODAN","mit",
"NU1M_RANCA","mit",
"NU1M_RAT","mit",
"NU1M_STRPU","mit",
"NU1M_WHEAT","mit",
"NU1M_XENLA","mit",
"NUFC_MAIZE","chl",
"NUFC_MARPO","chl",
"NUFC_ORYSA","chl",
"NUFC_SYNY3","pro",
"NUFC_TOBAC","chl",
"NY1R_HUMAN","er","pla"
"NY1R_RAT","er","pla"
"NY3R_BOVIN","er","pla"
"NYR_DROME","er","pla"
"OAR_DROME","er","pla"
"OEC6_SPIOL","chl",
"OGRE_DROME","er",
"OLF0_RAT","er","pla"
"OLF1_RAT","er","pla"
"OLF2_RAT","er","pla"
"OLF3_MOUSE","er","pla"
"OLF3_RAT","er","pla"
"OLF4_RAT","er","pla"
"OLF5_RAT","er","pla"
"OLF6_RAT","er","pla"
"OLF7_RAT","er","pla"
"OLF8_RAT","er","pla"
"OLF9_RAT","er","pla"
"OM32_COMAC","pro","out"
"OM45_YEAST","mit","out"
"OM72_NEUCR","mit","out"
"OMP1_HAEIN","pro","out"
"OMPX_ENTCL","pro","out"
"OPCM_BOVIN","er",
"OPPB_BACSU","pro","inn"
"OPPB_SALTY","pro","inn"
"OPPC_BACSU","pro","inn"
"OPPC_SALTY","pro","inn"
"OPR1_HUMAN","er","pla"
"OPS1_CALVI","er","pla"
"OPS1_DROME","er","pla"
"OPS1_DROPS","er","pla"
"OPS2_DROME","er","pla"
"OPS2_DROPS","er","pla"
"OPS3_DROME","er","pla"
"OPS3_DROPS","er","pla"
"OPS3_DROVI","er","pla"
"OPS4_DROME","er","pla"
"OPS4_DROPS","er","pla"
"OPS4_DROVI","er","pla"
"OPSB_CHICK","er","pla"
"OPSB_HUMAN","er","pla"
"OPSD_BOVIN","er","pla"
"OPSD_CHICK","er","pla"
"OPSD_CRIGR","er","pla"
"OPSD_HUMAN","er","pla"
"OPSD_LAMJA","er","pla"
"OPSD_LOLFO","er","pla"
"OPSD_MOUSE","er","pla"
"OPSD_OCTDO","er","pla"
"OPSD_SHEEP","er","pla"
"OPSD_XENLA","er","pla"
"OPSG_ASTFA","er","pla"
"OPSG_CHICK","er","pla"
"OPSG_HUMAN","er","pla"
"OPSH_ASTFA","er","pla"
"OPSR_ASTFA","er","pla"
"OPSR_CHICK","er","pla"
"OPSR_HUMAN","er","pla"
"OPSV_CHICK","er","pla"
"OS25_PLAFO","er",
"OS25_PLAGA","er",
"OS25_PLARE","er",
"OTE_DROME",,
"OUTH_ERWCH","pro","inn"
"OUTK_ERWCH","pro","inn"
"OX2G_RAT","er",
"OX40_RAT","er",
"OXYR_HUMAN","er","pla"
"P1P_LACLC","pro",
"P2P_LACLA","pro",
"P3P_LACLC","pro",
"P69_MYCHR","pro",
"P8A7_DICDI",,
"PAC_STRMU","pro",
"PAF1_HUMAN",,
"PAF1_RAT",,
"PAFR_CAVPO","er","pla"
"PAFR_HUMAN","er","pla"
"PAGC_SALTY","pro","out"
"PANF_ECOLI","pro",
"PAS3_YEAST",,
"PATC_DROME",,
"PBPX_STRPN","pro",
"PC1_HUMAN","er",
"PC1_MOUSE","er",
"PC4_RAT",,
"PCX_DROME","er",
"PEC1_HUMAN","er",
"PER3_MOUSE","er","pla"
"PERF_HUMAN","er",
"PERF_MOUSE","er",
"PERT_HUMAN","er",
"PERT_PIG","er",
"PERT_RAT","er",
"PETD_CHLEU","chl",
"PETD_CHLPR","chl",
"PETD_CHLRE","chl",
"PETD_HORVU","chl",
"PETD_MAIZE","chl",
"PETD_MARPO","chl",
"PETD_NOSSP","pro",
"PETD_OOCSP","chl",
"PETD_ORYSA","chl",
"PETD_PEA","chl",
"PETD_PROHO","pro",
"PETD_SPIOL","chl",
"PETD_SYNP2","pro",
"PETD_SYNY3","pro",
"PETD_TOBAC","chl",
"PETD_WHEAT","chl",
"PGDR_HUMAN","er",
"PGDR_MOUSE","er",
"PGDS_HUMAN","er",
"PGDS_MOUSE","er",
"PGDS_RAT","er",
"PGDS_XENLA","er",
"PGG2_RAT","er",
"PGHS_CHICK","er",
"PGHS_HUMAN","er",
"PGHS_MOUSE","er",
"PGHS_SHEEP","er",
"PGPB_ECOLI","pro","out"
"PGTA_SALTY","pro",
"PGTP_SALTY","pro",
"PH84_YEAST","er",
"PHEP_ECOLI","pro",
"PHNE_ECOLI","pro",
"PHNM_ECOLI","pro",
"PHO4_NEUCR",,
"PHOQ_ECOLI","pro",
"PHOQ_SALTY","pro",
"PHOR_BACSU","pro",
"PHOR_ECOLI","pro",
"PHOR_PSEAE","pro",
"PIC2_AGRTU","pro",
"PIGR_HUMAN","er",
"PIGR_RABIT","er",
"PIGR_RAT","er",
"PILC_PSEAE","pro","inn"
"PK66_PLAKN","er",
"PKBS_BOVIN",,
"PKBS_HUMAN",,
"PKBS_RAT",,
"PLR_RAT","er",
"PLR1_MOUSE","er",
"PLR2_HUMAN","er",
"PLR2_MOUSE","er",
"PLR2_RABIT","er",
"PM1_HUMAN",,
"PM22_HUMAN","er",
"PM22_MOUSE","er",
"PM22_RAT","er",
"PMP4_CANBO",,
"PMP7_HUMAN","er",
"PMP7_RAT","er",
"PND1_ECOLI","pro",
"PND2_ECOLI","pro",
"PNTA_ECOLI","pro",
"PNTB_ECOLI","pro",
"PNUC_SALTY","pro",
"POL1_GCMV","vir",
"POL1_GFLV","vir",
"POL1_TBRVS","vir",
"POLG_DEN18","vir","env"
"POLG_DEN19","vir","env"
"POLG_DEN1A","vir","env"
"POLG_DEN1C","vir","env"
"POLG_DEN1T","vir","env"
"POLG_DEN1W","vir","env"
"POLG_DEN21","vir","env"
"POLG_DEN22","vir","env"
"POLG_DEN23","vir","env"
"POLG_DEN26","vir","env"
"POLG_DEN27","vir","env"
"POLG_DEN2D","vir","env"
"POLG_DEN2H","vir","env"
"POLG_DEN2J","vir","env"
"POLG_DEN2N","vir","env"
"POLG_DEN2P","vir","env"
"POLG_DEN2T","vir","env"
"POLG_DEN2U","vir","env"
"POLG_DEN3","vir","env"
"POLG_DEN4","vir","env"
"POLG_HCV1","vir","env"
"POLG_HCVA","vir",
"POLG_HCVB","vir",
"POLG_HCVBK","vir","env"
"POLG_HCVE0","vir","env"
"POLG_HCVE1","vir","env"
"POLG_HCVH","vir","env"
"POLG_HCVH7","vir","env"
"POLG_HCVH8","vir","env"
"POLG_HCVJ2","vir","env"
"POLG_HCVJ5","vir","env"
"POLG_HCVJ6","vir","env"
"POLG_HCVJ7","vir","env"
"POLG_HCVJ8","vir","env"
"POLG_HCVJA","vir","env"
"POLG_HCVJT","vir","env"
"POLG_HCVTH","vir","env"
"POLG_HCVTW","vir","env"
"POLG_JAEV1","vir","env"
"POLG_JAEV5","vir","env"
"POLG_JAEVJ","vir","env"
"POLG_JAEVN","vir","env"
"POLG_KUNJM","vir","env"
"POLG_LANVT","vir","env"
"POLG_LANVY","vir","env"
"POLG_LIV","vir","env"
"POLG_MVEV","vir","env"
"POLG_STEVM","vir","env"
"POLG_TBEVS","vir","env"
"POLG_TBEVW","vir","env"
"POLG_WNV","vir","env"
"POLG_YEFV1","vir","env"
"POLG_YEFV2","vir","env"
"POLG_YEFV8","vir","env"
"POLS_EEEV","vir",
"POLS_EEEV3","vir",
"POLS_EEVV8","vir",
"POLS_EEVVT","vir",
"POLS_ONNVG","vir",
"POLS_RRV2","vir",
"POLS_RRVN","vir",
"POLS_RRVT","vir",
"POLS_RUBV","vir",
"POLS_RUBVH","vir",
"POLS_RUBVM","vir",
"POLS_RUBVR","vir",
"POLS_RUBVT","vir",
"POLS_SFV","vir",
"POLS_SINDO","vir",
"POLS_SINDV","vir",
"POLS_SINDW","vir",
"POLS_WEEV","vir",
"PORA_HUMAN","er",
"PORB_HUMAN","er",
"POTB_ECOLI","pro",
"POTC_ECOLI","pro",
"POTE_ECOLI","pro",
"PP41_HSV6G","vir",
"PPA1_YEAST",,
"PPB_YEAST","er",
"PPB1_HUMAN","er",
"PPB2_HUMAN","er",
"PPB3_HUMAN","er",
"PPBE_MOUSE","er",
"PPBI_BOVIN","er",
"PPBI_HUMAN","er",
"PPBI_MOUSE","er",
"PPBI_RAT","er",
"PPBN_HUMAN","er",
"PPBT_BOVIN","er",
"PPBT_HUMAN","er",
"PPBT_MOUSE","er",
"PPBT_RAT","er",
"PRO1_LEIEN",,
"PROW_ECOLI","pro","inn"
"PROW_SALTY","pro","inn"
"PRTD_ERWCH","pro",
"PSAA_CHLRE","chl",
"PSAA_EUGGR","chl",
"PSAA_MAIZE","chl",
"PSAA_MARPO","chl",
"PSAA_ORYSA","chl",
"PSAA_PEA","chl",
"PSAA_SPIOL","chl",
"PSAA_SYNEN","pro",
"PSAA_SYNP2","pro",
"PSAA_SYNVU","pro",
"PSAA_SYNY3","pro",
"PSAA_TOBAC","chl",
"PSAB_CHLRE","chl",
"PSAB_EUGGR","chl",
"PSAB_MAIZE","chl",
"PSAB_MARPO","chl",
"PSAB_ORYSA","chl",
"PSAB_PEA","chl",
"PSAB_SPIOL","chl",
"PSAB_SYNEN","pro",
"PSAB_SYNP2","pro",
"PSAB_SYNY3","pro",
"PSAB_TOBAC","chl",
"PSAH_HORVU","chl",
"PSAH_ORYSA","chl",
"PSAH_SPIOL","chl",
"PSAI_AEGCR","chl",
"PSAI_ANAVA","pro",
"PSAI_ANGLY","chl",
"PSAI_HORVU","chl",
"PSAI_MARPO","chl",
"PSAI_ORYSA","chl",
"PSAI_PEA","chl",
"PSAI_SPIOL","chl",
"PSAI_SYNEN","pro",
"PSAI_TOBAC","chl",
"PSAJ_ANAVA","pro",
"PSAJ_EUGGR","chl",
"PSAJ_MAIZE","chl",
"PSAJ_MARPO","chl",
"PSAJ_ORYSA","chl",
"PSAJ_PEA","chl",
"PSAJ_SPIOL","chl",
"PSAJ_SYNEN","pro",
"PSAJ_SYNVU","pro",
"PSAJ_TOBAC","chl",
"PSAK_ANAVA","pro",
"PSAK_CHLRE","chl",
"PSAK_PEA","chl",
"PSAK_SPIOL","chl",
"PSAK_SYNEN","pro",
"PSAK_SYNVU","pro",
"PSAL_HORVU","chl","thy"
"PSB1_SYNP7","pro","thy"
"PSB1_SYNY3","pro","thy"
"PSB2_SYNP7","pro","thy"
"PSB2_SYNY3","pro","thy"
"PSBA_AMAHY","chl","thy"
"PSBA_ANAAZ","pro","thy"
"PSBA_ANTSP","chl","thy"
"PSBA_BRANA","chl","thy"
"PSBA_CHLMO","chl","thy"
"PSBA_CHLRE","chl","thy"
"PSBA_CYACA","chl","thy"
"PSBA_CYAPA","chl","thy"
"PSBA_ECTSI","chl","thy"
"PSBA_EUGGR","chl","thy"
"PSBA_FREDI","pro","thy"
"PSBA_HORVU","chl","thy"
"PSBA_MARPO","chl","thy"
"PSBA_MEDSA","chl","thy"
"PSBA_ORYSA","chl","thy"
"PSBA_PEA","chl","thy"
"PSBA_PETHY","chl","thy"
"PSBA_PINCO","chl","thy"
"PSBA_PROHO","pro","thy"
"PSBA_SECCE","chl","thy"
"PSBA_SINAL","chl","thy"
"PSBA_SOYBN","chl","thy"
"PSBA_SPIOG","chl","thy"
"PSBA_SPIOL","chl","thy"
"PSBA_SYNY4","pro","thy"
"PSBA_TOBAC","chl","thy"
"PSBA_VICFA","chl","thy"
"PSBA_WHEAT","chl","thy"
"PSBB_ANASP","pro","thy"
"PSBB_SYNY3","pro","thy"
"PSBC_CHLRE","chl",
"PSBC_CYACA","chl",
"PSBC_EUGGR","chl",
